100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,1,1,25520736268
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,1,2,25459615635
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,1,3,25610581481
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,1,4,25478547661
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,1,5,25629578686
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,2,1,21109038988
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,2,2,21235414170
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,2,3,21252201920
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,2,4,21168757386
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,2,5,21186642811
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,4,1,10961035949
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,4,2,10950784454
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,4,3,10896871785
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,4,4,10893517382
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,4,5,10910337562
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,8,1,5788562845
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,8,2,5822630646
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,8,3,5791049891
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,8,4,5856266411
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,8,5,5885259719
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,16,1,4359249792
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,16,2,4358863252
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,16,3,4360037794
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,16,4,4360167907
100,1.0,99999,1000000000,1.0,99999,10000,0,0.0,16,5,4368305947
